'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:06.222',0.456,0.647,0.193,-0.551,0.132,0.420,0.234,0.026,0.573,0.302,-0.152,-0.108,-0.099,0.293,-0.244
'0:06.223',0.455,0.648,0.195,-0.551,0.130,0.421,0.235,0.026,0.572,0.302,-0.152,-0.105,-0.102,0.299,-0.244
'0:06.224',0.445,0.640,0.196,-0.543,0.124,0.418,0.234,0.028,0.569,0.300,-0.158,-0.111,-0.104,0.290,-0.240
'0:06.225',0.444,0.639,0.197,-0.541,0.123,0.418,0.228,0.025,0.569,0.299,-0.160,-0.112,-0.102,0.297,-0.240
'0:06.226',0.452,0.645,0.194,-0.548,0.130,0.419,0.229,0.029,0.576,0.304,-0.150,-0.100,-0.093,0.304,-0.246
'0:06.227',0.457,0.643,0.188,-0.550,0.135,0.415,0.230,0.026,0.573,0.304,-0.154,-0.105,-0.098,0.284,-0.242
'0:06.228',0.447,0.640,0.194,-0.543,0.127,0.416,0.232,0.029,0.575,0.308,-0.150,-0.103,-0.097,0.286,-0.242
'0:06.229',0.445,0.643,0.200,-0.544,0.122,0.421,0.240,0.037,0.579,0.313,-0.145,-0.101,-0.097,0.299,-0.246
'0:06.230',0.444,0.649,0.206,-0.546,0.118,0.428,0.238,0.035,0.578,0.309,-0.147,-0.096,-0.095,0.303,-0.246
'0:06.231',0.457,0.652,0.196,-0.554,0.131,0.424,0.235,0.033,0.574,0.303,-0.153,-0.098,-0.092,0.295,-0.240
'0:06.232',0.457,0.650,0.194,-0.553,0.132,0.421,0.235,0.031,0.570,0.298,-0.159,-0.110,-0.101,0.285,-0.234
'0:06.233',0.450,0.643,0.195,-0.546,0.128,0.418,0.235,0.032,0.573,0.301,-0.157,-0.112,-0.102,0.290,-0.236
'0:06.234',0.454,0.633,0.179,-0.543,0.137,0.406,0.227,0.016,0.567,0.298,-0.160,-0.116,-0.102,0.279,-0.234
'0:06.235',0.461,0.645,0.185,-0.553,0.138,0.415,0.231,0.021,0.574,0.305,-0.151,-0.108,-0.102,0.287,-0.242
'0:06.236',0.459,0.653,0.195,-0.556,0.132,0.424,0.234,0.033,0.579,0.311,-0.141,-0.104,-0.092,0.293,-0.240
'0:06.237',0.435,0.639,0.204,-0.537,0.116,0.421,0.227,0.025,0.573,0.309,-0.146,-0.109,-0.097,0.294,-0.242
'0:06.238',0.452,0.646,0.196,-0.549,0.128,0.421,0.229,0.025,0.574,0.308,-0.148,-0.111,-0.104,0.302,-0.250
'0:06.239',0.448,0.641,0.194,-0.544,0.127,0.417,0.229,0.025,0.571,0.305,-0.147,-0.117,-0.098,0.295,-0.245
'0:06.240',0.443,0.642,0.200,-0.542,0.122,0.420,0.223,0.019,0.569,0.304,-0.147,-0.112,-0.100,0.295,-0.247
'0:06.241',0.452,0.649,0.199,-0.550,0.127,0.424,0.229,0.018,0.569,0.302,-0.152,-0.112,-0.104,0.286,-0.243
'0:06.242',0.451,0.647,0.197,-0.549,0.127,0.422,0.229,0.026,0.573,0.305,-0.148,-0.114,-0.100,0.289,-0.242
'0:06.243',0.455,0.642,0.188,-0.548,0.134,0.414,0.229,0.027,0.573,0.306,-0.147,-0.115,-0.093,0.301,-0.242
'0:06.244',0.452,0.639,0.188,-0.545,0.132,0.413,0.230,0.026,0.573,0.306,-0.145,-0.109,-0.086,0.300,-0.241
'0:06.245',0.479,0.660,0.182,-0.570,0.148,0.421,0.234,0.035,0.577,0.311,-0.141,-0.102,-0.084,0.290,-0.245
'0:06.246',0.474,0.653,0.179,-0.564,0.147,0.416,0.239,0.042,0.578,0.308,-0.143,-0.111,-0.092,0.286,-0.247
'0:06.247',0.457,0.641,0.185,-0.549,0.136,0.413,0.234,0.033,0.577,0.311,-0.140,-0.103,-0.091,0.293,-0.247
'0:06.248',0.444,0.639,0.197,-0.541,0.123,0.418,0.228,0.018,0.573,0.309,-0.142,-0.103,-0.093,0.296,-0.240
'0:06.249',0.439,0.631,0.194,-0.535,0.122,0.412,0.219,0.018,0.570,0.305,-0.148,-0.115,-0.099,0.289,-0.234
'0:06.250',0.459,0.642,0.183,-0.550,0.138,0.412,0.231,0.029,0.572,0.308,-0.147,-0.112,-0.093,0.281,-0.240
'0:06.251',0.464,0.646,0.183,-0.555,0.141,0.415,0.243,0.038,0.576,0.309,-0.146,-0.108,-0.090,0.295,-0.243
'0:06.252',0.457,0.649,0.194,-0.553,0.132,0.422,0.240,0.040,0.577,0.310,-0.144,-0.106,-0.091,0.297,-0.247
'0:06.253',0.458,0.661,0.204,-0.559,0.127,0.432,0.239,0.038,0.583,0.317,-0.140,-0.104,-0.098,0.302,-0.256
'0:06.254',0.448,0.661,0.214,-0.554,0.117,0.438,0.232,0.029,0.587,0.324,-0.136,-0.101,-0.100,0.305,-0.259
'0:06.255',0.438,0.654,0.216,-0.546,0.111,0.435,0.228,0.019,0.587,0.324,-0.135,-0.099,-0.097,0.299,-0.256
'0:06.256',0.465,0.679,0.215,-0.573,0.125,0.448,0.234,0.024,0.593,0.327,-0.132,-0.096,-0.090,0.320,-0.258
'0:06.257',0.471,0.700,0.229,-0.586,0.121,0.465,0.235,0.030,0.600,0.336,-0.123,-0.087,-0.084,0.337,-0.266
'0:06.258',0.461,0.692,0.232,-0.576,0.115,0.462,0.234,0.034,0.598,0.335,-0.127,-0.099,-0.095,0.339,-0.268
'0:06.259',0.469,0.694,0.226,-0.581,0.121,0.460,0.233,0.032,0.599,0.336,-0.124,-0.099,-0.091,0.326,-0.266
'0:06.260',0.477,0.699,0.222,-0.588,0.128,0.460,0.226,0.024,0.601,0.337,-0.121,-0.086,-0.083,0.333,-0.264
'0:06.261',0.478,0.705,0.228,-0.591,0.126,0.466,0.227,0.022,0.602,0.337,-0.122,-0.086,-0.090,0.359,-0.269
'0:06.262',0.482,0.723,0.240,-0.603,0.121,0.481,0.211,0.011,0.602,0.342,-0.116,-0.077,-0.091,0.354,-0.270
'0:06.263',0.472,0.717,0.245,-0.595,0.114,0.481,0.220,0.010,0.601,0.341,-0.118,-0.085,-0.087,0.352,-0.259
'0:06.264',0.451,0.699,0.249,-0.575,0.101,0.474,0.237,0.023,0.606,0.346,-0.118,-0.095,-0.093,0.362,-0.265
'0:06.265',0.435,0.696,0.262,-0.566,0.087,0.479,0.223,0.015,0.606,0.345,-0.117,-0.088,-0.097,0.373,-0.275
'0:06.266',0.449,0.702,0.254,-0.575,0.098,0.477,0.225,0.018,0.609,0.348,-0.112,-0.079,-0.086,0.362,-0.270
'0:06.267',0.473,0.720,0.246,-0.597,0.114,0.482,0.227,0.025,0.615,0.355,-0.103,-0.075,-0.087,0.352,-0.268
'0:06.268',0.466,0.722,0.257,-0.594,0.104,0.489,0.223,0.024,0.613,0.354,-0.105,-0.081,-0.085,0.369,-0.271
'0:06.269',0.472,0.720,0.247,-0.596,0.113,0.483,0.218,0.018,0.611,0.353,-0.109,-0.081,-0.083,0.367,-0.273
'0:06.270',0.486,0.736,0.249,-0.611,0.119,0.492,0.223,0.022,0.623,0.362,-0.100,-0.072,-0.091,0.370,-0.285
'0:06.271',0.475,0.729,0.255,-0.603,0.111,0.492,0.227,0.030,0.623,0.361,-0.101,-0.074,-0.089,0.379,-0.287
'0:06.272',0.464,0.709,0.245,-0.587,0.110,0.477,0.221,0.020,0.614,0.352,-0.110,-0.086,-0.082,0.365,-0.278
'0:06.273',0.466,0.717,0.252,-0.592,0.107,0.484,0.217,0.029,0.621,0.358,-0.102,-0.074,-0.070,0.367,-0.274
'0:06.274',0.479,0.725,0.246,-0.602,0.117,0.485,0.225,0.035,0.622,0.358,-0.104,-0.074,-0.074,0.378,-0.276
'0:06.275',0.491,0.731,0.240,-0.612,0.126,0.485,0.218,0.027,0.623,0.360,-0.099,-0.072,-0.075,0.361,-0.275
'0:06.276',0.495,0.744,0.249,-0.620,0.123,0.496,0.203,0.025,0.620,0.358,-0.099,-0.066,-0.073,0.358,-0.275
'0:06.277',0.486,0.738,0.252,-0.612,0.117,0.494,0.207,0.020,0.615,0.355,-0.103,-0.074,-0.080,0.362,-0.278
'0:06.278',0.481,0.739,0.258,-0.610,0.112,0.498,0.208,0.021,0.623,0.362,-0.095,-0.068,-0.068,0.361,-0.277
'0:06.279',0.487,0.744,0.257,-0.616,0.116,0.500,0.208,0.025,0.629,0.368,-0.092,-0.063,-0.062,0.377,-0.280
'0:06.280',0.483,0.741,0.258,-0.612,0.113,0.499,0.200,0.019,0.631,0.371,-0.088,-0.065,-0.067,0.380,-0.282
'0:06.281',0.491,0.749,0.258,-0.620,0.117,0.503,0.189,0.011,0.631,0.371,-0.086,-0.060,-0.068,0.374,-0.280
'0:06.282',0.495,0.747,0.252,-0.621,0.121,0.499,0.186,0.006,0.626,0.369,-0.086,-0.056,-0.060,0.379,-0.274
'0:06.283',0.490,0.750,0.261,-0.621,0.115,0.506,0.178,0.003,0.623,0.368,-0.083,-0.053,-0.054,0.389,-0.266
'0:06.284',0.493,0.766,0.274,-0.629,0.110,0.520,0.170,-0.001,0.625,0.374,-0.077,-0.050,-0.058,0.406,-0.266
'0:06.285',0.495,0.776,0.282,-0.636,0.106,0.529,0.161,-0.012,0.622,0.373,-0.074,-0.050,-0.056,0.419,-0.261
'0:06.286',0.500,0.779,0.280,-0.640,0.110,0.529,0.136,-0.036,0.609,0.366,-0.077,-0.049,-0.059,0.418,-0.254
'0:06.287',0.496,0.776,0.281,-0.636,0.108,0.528,0.128,-0.034,0.607,0.366,-0.074,-0.041,-0.053,0.422,-0.247
'0:06.288',0.506,0.792,0.286,-0.649,0.110,0.539,0.136,-0.032,0.607,0.368,-0.070,-0.040,-0.049,0.431,-0.240
'0:06.289',0.521,0.807,0.286,-0.664,0.117,0.546,0.132,-0.039,0.601,0.363,-0.070,-0.034,-0.051,0.443,-0.237
'0:06.290',0.525,0.805,0.280,-0.665,0.123,0.542,0.117,-0.050,0.590,0.356,-0.079,-0.040,-0.048,0.436,-0.226
'0:06.291',0.530,0.818,0.287,-0.674,0.121,0.552,0.103,-0.062,0.587,0.357,-0.077,-0.040,-0.048,0.446,-0.224
'0:06.292',0.533,0.828,0.295,-0.681,0.119,0.561,0.117,-0.051,0.597,0.366,-0.068,-0.029,-0.041,0.451,-0.228
'0:06.293',0.541,0.836,0.295,-0.689,0.123,0.566,0.120,-0.050,0.599,0.368,-0.067,-0.030,-0.041,0.445,-0.231
'0:06.294',0.568,0.844,0.277,-0.706,0.145,0.560,0.117,-0.052,0.594,0.362,-0.070,-0.026,-0.033,0.427,-0.227
'0:06.295',0.562,0.817,0.255,-0.690,0.154,0.536,0.122,-0.045,0.588,0.354,-0.077,-0.026,-0.018,0.404,-0.220
'0:06.296',0.552,0.801,0.249,-0.677,0.151,0.525,0.118,-0.048,0.579,0.344,-0.091,-0.043,-0.018,0.402,-0.218
'0:06.297',0.576,0.816,0.240,-0.696,0.168,0.528,0.123,-0.045,0.578,0.341,-0.089,-0.044,-0.013,0.394,-0.218
'0:06.298',0.579,0.808,0.231,-0.694,0.174,0.519,0.126,-0.039,0.576,0.336,-0.095,-0.047,-0.015,0.396,-0.214
'0:06.299',0.563,0.791,0.229,-0.677,0.167,0.510,0.118,-0.045,0.568,0.330,-0.099,-0.046,-0.012,0.392,-0.213
'0:06.300',0.570,0.800,0.232,-0.685,0.169,0.515,0.128,-0.038,0.579,0.339,-0.088,-0.036,-0.007,0.395,-0.223
'0:06.301',0.578,0.794,0.217,-0.686,0.180,0.506,0.137,-0.029,0.586,0.342,-0.093,-0.044,-0.012,0.382,-0.225
'0:06.302',0.569,0.781,0.213,-0.675,0.178,0.497,0.145,-0.021,0.587,0.343,-0.092,-0.043,-0.012,0.378,-0.228
'0:06.303',0.580,0.780,0.201,-0.680,0.189,0.490,0.155,-0.009,0.591,0.345,-0.086,-0.037,-0.003,0.372,-0.227
'0:06.304',0.586,0.771,0.186,-0.678,0.200,0.478,0.158,-0.005,0.596,0.346,-0.085,-0.034,0.009,0.345,-0.219
'0:06.305',0.591,0.761,0.171,-0.676,0.210,0.466,0.154,-0.007,0.587,0.337,-0.095,-0.040,0.011,0.344,-0.213
'0:06.306',0.599,0.750,0.152,-0.674,0.224,0.452,0.162,0.000,0.587,0.335,-0.095,-0.035,0.015,0.332,-0.213
'0:06.307',0.595,0.749,0.155,-0.672,0.220,0.452,0.170,0.008,0.593,0.339,-0.091,-0.023,0.017,0.325,-0.215
'0:06.308',0.587,0.750,0.164,-0.668,0.212,0.457,0.175,0.011,0.594,0.337,-0.097,-0.034,0.007,0.328,-0.218
'0:06.309',0.575,0.739,0.165,-0.657,0.205,0.452,0.177,0.005,0.593,0.334,-0.102,-0.043,-0.005,0.329,-0.223
'0:06.310',0.579,0.745,0.166,-0.661,0.206,0.455,0.175,0.005,0.592,0.337,-0.099,-0.036,-0.004,0.332,-0.223
'0:06.311',0.568,0.742,0.175,-0.654,0.197,0.458,0.176,0.004,0.590,0.338,-0.097,-0.034,-0.004,0.333,-0.222
'0:06.312',0.546,0.719,0.173,-0.632,0.186,0.446,0.163,-0.015,0.563,0.317,-0.117,-0.048,-0.017,0.320,-0.207
'0:06.313',0.558,0.729,0.171,-0.643,0.194,0.450,0.168,-0.005,0.560,0.317,-0.117,-0.044,-0.021,0.332,-0.215
'0:06.314',0.551,0.727,0.175,-0.639,0.188,0.451,0.173,-0.008,0.563,0.318,-0.113,-0.043,-0.019,0.345,-0.220
'0:06.315',0.551,0.719,0.168,-0.634,0.192,0.443,0.169,-0.014,0.558,0.312,-0.117,-0.047,-0.024,0.330,-0.212
'0:06.316',0.551,0.726,0.174,-0.638,0.189,0.450,0.170,-0.012,0.558,0.313,-0.121,-0.053,-0.030,0.324,-0.216
'0:06.317',0.544,0.725,0.180,-0.634,0.182,0.452,0.167,-0.021,0.552,0.308,-0.127,-0.059,-0.037,0.331,-0.216
'0:06.318',0.536,0.717,0.181,-0.626,0.177,0.449,0.174,-0.011,0.556,0.311,-0.126,-0.065,-0.049,0.331,-0.221
'0:06.319',0.505,0.698,0.193,-0.602,0.157,0.445,0.184,-0.009,0.562,0.316,-0.123,-0.071,-0.055,0.327,-0.226
'0:06.320',0.498,0.694,0.196,-0.596,0.151,0.445,0.195,-0.002,0.575,0.327,-0.117,-0.068,-0.060,0.331,-0.235
'0:06.321',0.484,0.681,0.197,-0.583,0.143,0.439,0.203,-0.002,0.575,0.326,-0.121,-0.072,-0.066,0.327,-0.242
'0:06.322',0.484,0.674,0.190,-0.580,0.147,0.432,0.212,0.003,0.577,0.323,-0.129,-0.082,-0.069,0.326,-0.244
'0:06.323',0.488,0.675,0.187,-0.582,0.151,0.431,0.224,0.032,0.591,0.333,-0.123,-0.076,-0.061,0.319,-0.247
'0:06.324',0.480,0.671,0.192,-0.576,0.144,0.432,0.234,0.040,0.594,0.334,-0.122,-0.077,-0.068,0.323,-0.257
'0:06.325',0.478,0.671,0.194,-0.575,0.142,0.432,0.232,0.028,0.586,0.326,-0.132,-0.093,-0.084,0.311,-0.259
'0:06.326',0.466,0.653,0.188,-0.559,0.139,0.420,0.235,0.033,0.585,0.324,-0.136,-0.099,-0.084,0.293,-0.252
'0:06.327',0.460,0.650,0.191,-0.555,0.135,0.420,0.256,0.048,0.594,0.330,-0.131,-0.094,-0.082,0.303,-0.255
'0:06.328',0.452,0.650,0.199,-0.551,0.127,0.424,0.253,0.043,0.590,0.328,-0.133,-0.091,-0.082,0.294,-0.253
'0:06.329',0.448,0.631,0.184,-0.539,0.132,0.408,0.254,0.043,0.581,0.315,-0.149,-0.111,-0.092,0.281,-0.252
'0:06.330',0.450,0.625,0.175,-0.537,0.138,0.400,0.249,0.041,0.577,0.306,-0.161,-0.127,-0.102,0.275,-0.255
'0:06.331',0.463,0.626,0.164,-0.544,0.149,0.395,0.247,0.040,0.574,0.302,-0.164,-0.129,-0.100,0.261,-0.251
'0:06.332',0.468,0.625,0.157,-0.546,0.155,0.391,0.245,0.045,0.572,0.301,-0.160,-0.118,-0.092,0.255,-0.247
'0:06.333',0.453,0.622,0.170,-0.537,0.141,0.396,0.245,0.039,0.571,0.302,-0.158,-0.114,-0.096,0.273,-0.254
'0:06.334',0.434,0.604,0.170,-0.518,0.132,0.387,0.257,0.043,0.566,0.294,-0.169,-0.135,-0.106,0.266,-0.250
'0:06.335',0.438,0.592,0.154,-0.515,0.141,0.373,0.254,0.046,0.562,0.290,-0.172,-0.138,-0.106,0.240,-0.242
'0:06.336',0.446,0.600,0.155,-0.523,0.145,0.378,0.254,0.044,0.562,0.293,-0.172,-0.131,-0.101,0.255,-0.244
'0:06.337',0.431,0.599,0.169,-0.515,0.131,0.384,0.241,0.038,0.558,0.289,-0.174,-0.133,-0.107,0.259,-0.242
'0:06.338',0.441,0.597,0.157,-0.518,0.142,0.377,0.242,0.041,0.553,0.283,-0.182,-0.144,-0.115,0.243,-0.236
'0:06.339',0.454,0.606,0.152,-0.530,0.151,0.379,0.257,0.046,0.557,0.286,-0.180,-0.141,-0.122,0.240,-0.243
'0:06.340',0.445,0.604,0.160,-0.524,0.142,0.382,0.256,0.046,0.560,0.289,-0.175,-0.131,-0.117,0.246,-0.247
'0:06.341',0.442,0.592,0.151,-0.516,0.145,0.371,0.255,0.045,0.552,0.280,-0.184,-0.145,-0.104,0.240,-0.233
'0:06.342',0.438,0.593,0.155,-0.515,0.141,0.373,0.239,0.029,0.545,0.276,-0.186,-0.150,-0.113,0.226,-0.232
'0:06.343',0.439,0.592,0.154,-0.515,0.142,0.373,0.248,0.042,0.554,0.282,-0.181,-0.143,-0.115,0.221,-0.239
'0:06.344',0.448,0.594,0.146,-0.520,0.150,0.370,0.259,0.050,0.555,0.281,-0.182,-0.143,-0.116,0.225,-0.235
'0:06.345',0.449,0.599,0.150,-0.523,0.149,0.374,0.249,0.038,0.551,0.280,-0.182,-0.144,-0.117,0.239,-0.237
'0:06.346',0.448,0.594,0.147,-0.520,0.150,0.370,0.259,0.044,0.550,0.279,-0.181,-0.140,-0.115,0.239,-0.234
'0:06.347',0.452,0.596,0.144,-0.523,0.154,0.369,0.258,0.043,0.551,0.281,-0.177,-0.132,-0.112,0.242,-0.233
'0:06.348',0.457,0.598,0.141,-0.527,0.158,0.369,0.245,0.042,0.550,0.279,-0.180,-0.142,-0.117,0.249,-0.234
'0:06.349',0.443,0.592,0.149,-0.517,0.147,0.370,0.241,0.034,0.543,0.273,-0.182,-0.144,-0.117,0.247,-0.233
'0:06.350',0.416,0.578,0.163,-0.497,0.127,0.370,0.245,0.032,0.541,0.271,-0.183,-0.143,-0.112,0.260,-0.238
'0:06.351',0.407,0.570,0.163,-0.488,0.122,0.366,0.246,0.034,0.536,0.265,-0.194,-0.153,-0.124,0.260,-0.238
'0:06.352',0.431,0.591,0.160,-0.511,0.136,0.376,0.244,0.040,0.538,0.271,-0.185,-0.141,-0.118,0.253,-0.236
'0:06.353',0.438,0.600,0.163,-0.519,0.137,0.382,0.235,0.026,0.535,0.271,-0.184,-0.140,-0.116,0.256,-0.234
'0:06.354',0.428,0.595,0.167,-0.511,0.131,0.381,0.238,0.027,0.532,0.266,-0.190,-0.148,-0.121,0.247,-0.234
'0:06.355',0.456,0.605,0.149,-0.530,0.153,0.377,0.252,0.051,0.547,0.278,-0.177,-0.134,-0.104,0.245,-0.234
'0:06.356',0.460,0.604,0.145,-0.531,0.157,0.374,0.247,0.037,0.544,0.276,-0.180,-0.141,-0.113,0.241,-0.236
'0:06.357',0.431,0.594,0.163,-0.512,0.135,0.378,0.244,0.032,0.536,0.271,-0.185,-0.146,-0.118,0.243,-0.237
'0:06.358',0.445,0.604,0.160,-0.525,0.143,0.382,0.245,0.043,0.550,0.283,-0.174,-0.129,-0.103,0.257,-0.241
'0:06.359',0.445,0.598,0.154,-0.521,0.145,0.376,0.241,0.034,0.543,0.275,-0.182,-0.138,-0.104,0.246,-0.236
'0:06.360',0.442,0.590,0.149,-0.515,0.146,0.370,0.244,0.033,0.536,0.267,-0.191,-0.146,-0.110,0.243,-0.229
'0:06.361',0.443,0.597,0.154,-0.520,0.144,0.376,0.251,0.039,0.544,0.272,-0.186,-0.145,-0.115,0.246,-0.234
'0:06.362',0.442,0.601,0.159,-0.521,0.141,0.380,0.251,0.040,0.544,0.273,-0.186,-0.146,-0.116,0.244,-0.234
'0:06.363',0.443,0.605,0.162,-0.523,0.141,0.384,0.255,0.046,0.549,0.278,-0.183,-0.139,-0.116,0.247,-0.234
'0:06.364',0.428,0.593,0.165,-0.511,0.132,0.379,0.254,0.036,0.546,0.277,-0.184,-0.141,-0.122,0.247,-0.235
'0:06.365',0.431,0.592,0.161,-0.511,0.135,0.376,0.245,0.030,0.542,0.276,-0.188,-0.151,-0.123,0.246,-0.233
'0:06.366',0.431,0.593,0.162,-0.512,0.135,0.377,0.249,0.035,0.544,0.278,-0.182,-0.142,-0.115,0.245,-0.231
'0:06.367',0.428,0.588,0.159,-0.508,0.135,0.373,0.253,0.032,0.543,0.275,-0.184,-0.141,-0.118,0.246,-0.229
'0:06.368',0.434,0.589,0.155,-0.511,0.140,0.371,0.248,0.036,0.546,0.277,-0.183,-0.149,-0.123,0.244,-0.232
'0:06.369',0.463,0.602,0.139,-0.532,0.162,0.370,0.251,0.043,0.549,0.281,-0.178,-0.141,-0.108,0.242,-0.231
'0:06.370',0.448,0.593,0.145,-0.520,0.151,0.369,0.245,0.034,0.542,0.277,-0.181,-0.144,-0.113,0.231,-0.229
'0:06.371',0.438,0.595,0.158,-0.516,0.140,0.376,0.240,0.032,0.545,0.281,-0.177,-0.142,-0.116,0.237,-0.235
'0:06.372',0.449,0.610,0.162,-0.529,0.143,0.386,0.255,0.043,0.553,0.286,-0.173,-0.139,-0.111,0.252,-0.241
'0:06.373',0.429,0.598,0.170,-0.513,0.130,0.384,0.253,0.037,0.548,0.283,-0.176,-0.145,-0.115,0.249,-0.242
'0:06.374',0.436,0.600,0.164,-0.517,0.136,0.382,0.248,0.037,0.550,0.284,-0.174,-0.143,-0.111,0.243,-0.244
'0:06.375',0.449,0.612,0.164,-0.530,0.142,0.388,0.263,0.050,0.562,0.295,-0.165,-0.136,-0.107,0.234,-0.250
'0:06.376',0.444,0.610,0.167,-0.527,0.139,0.388,0.249,0.045,0.566,0.296,-0.170,-0.141,-0.113,0.235,-0.255
'0:06.377',0.433,0.598,0.165,-0.515,0.135,0.382,0.256,0.045,0.568,0.291,-0.179,-0.153,-0.115,0.249,-0.256
'0:06.378',0.417,0.590,0.173,-0.504,0.122,0.382,0.277,0.054,0.580,0.298,-0.178,-0.157,-0.120,0.255,-0.262
'0:06.379',0.407,0.595,0.188,-0.501,0.110,0.392,0.285,0.076,0.602,0.313,-0.177,-0.167,-0.137,0.255,-0.280
'0:06.380',0.421,0.605,0.183,-0.513,0.119,0.394,0.313,0.108,0.628,0.333,-0.168,-0.165,-0.132,0.256,-0.295
'0:06.381',0.415,0.605,0.190,-0.510,0.113,0.398,0.326,0.118,0.640,0.341,-0.163,-0.162,-0.130,0.256,-0.303
'0:06.382',0.418,0.607,0.188,-0.512,0.115,0.398,0.326,0.120,0.635,0.334,-0.173,-0.172,-0.141,0.248,-0.305
'0:06.383',0.434,0.605,0.171,-0.519,0.132,0.388,0.312,0.104,0.620,0.327,-0.179,-0.175,-0.141,0.230,-0.301
'0:06.384',0.417,0.605,0.189,-0.511,0.114,0.397,0.294,0.081,0.604,0.328,-0.169,-0.167,-0.136,0.246,-0.298
'0:06.385',0.419,0.632,0.213,-0.526,0.103,0.423,0.294,0.076,0.598,0.339,-0.148,-0.145,-0.125,0.278,-0.297
'0:06.386',0.427,0.652,0.225,-0.540,0.102,0.438,0.272,0.060,0.597,0.356,-0.116,-0.124,-0.113,0.275,-0.298
'0:06.387',0.431,0.670,0.239,-0.550,0.096,0.455,0.243,0.030,0.591,0.376,-0.078,-0.097,-0.083,0.289,-0.293
'0:06.388',0.432,0.675,0.244,-0.553,0.094,0.460,0.228,0.007,0.577,0.386,-0.051,-0.066,-0.053,0.308,-0.287
'0:06.389',0.439,0.682,0.244,-0.560,0.098,0.464,0.189,-0.034,0.549,0.386,-0.029,-0.042,-0.038,0.320,-0.281
'0:06.390',0.451,0.713,0.263,-0.582,0.093,0.488,0.150,-0.086,0.516,0.385,-0.003,-0.007,-0.018,0.335,-0.265
'0:06.391',0.436,0.723,0.286,-0.580,0.075,0.504,0.127,-0.115,0.498,0.392,0.026,0.023,0.006,0.353,-0.254
'0:06.392',0.443,0.739,0.296,-0.591,0.073,0.517,0.090,-0.161,0.472,0.392,0.045,0.033,0.017,0.358,-0.235
'0:06.393',0.459,0.762,0.304,-0.611,0.077,0.533,0.059,-0.200,0.448,0.391,0.066,0.059,0.042,0.368,-0.220
'0:06.394',0.457,0.778,0.322,-0.617,0.068,0.549,0.049,-0.211,0.455,0.416,0.110,0.102,0.073,0.398,-0.226
'0:06.395',0.467,0.783,0.317,-0.625,0.075,0.550,0.021,-0.253,0.441,0.426,0.145,0.136,0.103,0.398,-0.210
'0:06.396',0.488,0.793,0.305,-0.640,0.091,0.549,-0.011,-0.278,0.393,0.403,0.155,0.167,0.137,0.397,-0.181
'0:06.397',0.488,0.791,0.303,-0.640,0.092,0.547,-0.022,-0.286,0.359,0.379,0.152,0.182,0.143,0.395,-0.162
'0:06.398',0.490,0.788,0.298,-0.639,0.096,0.543,-0.031,-0.299,0.335,0.353,0.145,0.198,0.154,0.397,-0.142
'0:06.399',0.520,0.785,0.266,-0.652,0.127,0.525,-0.037,-0.302,0.299,0.318,0.123,0.208,0.165,0.380,-0.121
'0:06.400',0.534,0.778,0.244,-0.656,0.144,0.511,-0.043,-0.307,0.268,0.283,0.096,0.206,0.161,0.373,-0.097
'0:06.401',0.543,0.769,0.227,-0.656,0.159,0.497,-0.051,-0.307,0.241,0.244,0.061,0.210,0.167,0.361,-0.073
'0:06.402',0.574,0.767,0.194,-0.670,0.190,0.480,-0.056,-0.304,0.216,0.209,0.036,0.227,0.190,0.344,-0.050
'0:06.403',0.614,0.793,0.180,-0.704,0.216,0.487,-0.049,-0.288,0.211,0.190,0.017,0.237,0.195,0.357,-0.041
'0:06.404',0.626,0.800,0.174,-0.714,0.226,0.487,-0.045,-0.275,0.213,0.172,-0.018,0.224,0.179,0.358,-0.035
'0:06.405',0.612,0.792,0.181,-0.702,0.215,0.487,-0.037,-0.264,0.193,0.133,-0.076,0.196,0.157,0.355,-0.019
'0:06.406',0.596,0.795,0.200,-0.696,0.198,0.497,-0.034,-0.268,0.157,0.080,-0.151,0.169,0.117,0.355,-0.005
'0:06.407',0.588,0.825,0.238,-0.706,0.174,0.531,-0.075,-0.316,0.100,0.037,-0.193,0.172,0.105,0.396,0.016
'0:06.408',0.602,0.850,0.248,-0.726,0.176,0.549,-0.133,-0.375,0.021,-0.016,-0.224,0.184,0.131,0.425,0.062
'0:06.409',0.615,0.868,0.254,-0.741,0.180,0.560,-0.165,-0.411,-0.028,-0.045,-0.241,0.192,0.141,0.433,0.091
'0:06.410',0.620,0.921,0.301,-0.770,0.160,0.611,-0.186,-0.439,-0.059,-0.043,-0.222,0.227,0.161,0.472,0.102
'0:06.411',0.621,0.968,0.348,-0.794,0.136,0.658,-0.225,-0.485,-0.086,-0.025,-0.184,0.268,0.179,0.511,0.106
'0:06.412',0.609,0.993,0.385,-0.801,0.112,0.689,-0.257,-0.529,-0.098,-0.003,-0.148,0.293,0.187,0.545,0.107
'0:06.413',0.624,1.052,0.429,-0.838,0.098,0.741,-0.305,-0.587,-0.131,0.007,-0.121,0.325,0.224,0.592,0.134
'0:06.414',0.646,1.123,0.477,-0.884,0.085,0.800,-0.383,-0.665,-0.182,0.015,-0.088,0.373,0.248,0.653,0.145
